,:@computed_region_43an_4dx5,:@computed_region_9yqb_tdyd,_95_ci,county_code,county_name,data_comments,data_sources,data_years,denominator,denominator_note,indicator,indicator_number,location,mapping_distribution,measure_unit,percentage_rate,quartile,region_name,total_event_counts
275,,,,106,Hudson Valley,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight but not obese (85th-<95th percentile) - Elementary students,g66,,,Percentage,15.2,,Hudson Valley,
276,1455,2094,,28,Nassau,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight but not obese (85th-<95th percentile) - Elementary students,g66,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,15.3,0 - < 16.2 : Q1 & Q2,Nassau-Suffolk,
277,1421,2179,,47,Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight but not obese (85th-<95th percentile) - Elementary students,g66,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",1,Percentage,16.2,0 - < 16.2 : Q1 & Q2,Nassau-Suffolk,
278,,,,108,Nassau-Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight but not obese (85th-<95th percentile) - Elementary students,g66,,,Percentage,15.8,,Nassau-Suffolk,
279,,,,888,New York State (excludin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight but not obese (85th-<95th percentile) - Elementary students,g66,,,Percentage,15.8,,New York State,
280,1759,2031,,2,Allegany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,13.2,0 - < 18.0 : Q1 & Q2,Western New York,
281,1719,2034,,4,Cattaraugus,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",2,Percentage,18.1,18.0 - < 19.4 : Q3,Western New York,
282,1743,2035,,6,Chautauqua,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",1,Percentage,16.8,0 - < 18.0 : Q1 & Q2,Western New York,
283,62,2041,,14,Erie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",1,Percentage,15.9,0 - < 18.0 : Q1 & Q2,Western New York,
284,489,2086,,18,Genesee,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",2,Percentage,19.4,18.0 - < 19.4 : Q3,Western New York,
285,1107,2131,,29,Niagara,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",2,Percentage,19.3,18.0 - < 19.4 : Q3,Western New York,
286,170,626,,34,Orleans,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",3,Percentage,21.7,19.4 + : Q4,Western New York,
287,415,2186,,56,Wyoming,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",2,Percentage,18.6,18.0 - < 19.4 : Q3,Western New York,
288,,,,101,Western New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,17.1,,Western New York,
289,926,2036,,7,Chemung,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",2,Percentage,18.7,18.0 - < 19.4 : Q3,Finger Lakes,
290,232,2091,,24,Livingston,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",1,Percentage,17.6,0 - < 18.0 : Q1 & Q2,Finger Lakes,
291,1666,2093,,26,Monroe,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",1,Percentage,16.4,0 - < 18.0 : Q1 & Q2,Finger Lakes,
292,178,2133,,32,Ontario,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",1,Percentage,14.4,0 - < 18.0 : Q1 & Q2,Finger Lakes,
293,,2143,,44,Schuyler,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",3,Percentage,21.9,19.4 + : Q4,Finger Lakes,
294,689,2144,,45,Seneca,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",3,Percentage,19.9,19.4 + : Q4,Finger Lakes,
295,1757,2178,,46,Steuben,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",1,Percentage,17.8,0 - < 18.0 : Q1 & Q2,Finger Lakes,
296,318,631,,54,Wayne,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",3,Percentage,20.0,19.4 + : Q4,Finger Lakes,
297,,2225,,57,Yates,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",1,Percentage,15.9,0 - < 18.0 : Q1 & Q2,Finger Lakes,
298,,,,102,Finger Lakes,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,17.0,,Finger Lakes,
299,343,618,,5,Cayuga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.560755, 42.940095]}",3,Percentage,21.9,19.4 + : Q4,Central New York,
300,362,620,,11,Cortland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.143291, 42.597101]}",1,Percentage,16.4,0 - < 18.0 : Q1 & Q2,Central New York,
301,559,2088,,21,Herkimer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.994246, 43.070026]}",3,Percentage,21.8,19.4 + : Q4,Central New York,
302,1466,2089,,22,Jefferson,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.898971, 44.019295]}",1,Percentage,16.7,0 - < 18.0 : Q1 & Q2,Central New York,
303,571,623,,23,Lewis,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.446296, 43.785537]}",1,Percentage,15.9,0 - < 18.0 : Q1 & Q2,Central New York,
304,351,2092,,25,Madison,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.720031, 42.986917]}",2,Percentage,18.1,18.0 - < 19.4 : Q3,Central New York,
305,1281,625,,30,Oneida,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.361773, 43.149482]}",3,Percentage,19.6,19.4 + : Q4,Central New York,
306,713,2132,,31,Onondaga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.168033, 43.065629]}",1,Percentage,15.6,0 - < 18.0 : Q1 & Q2,Central New York,
307,623,2135,,35,Oswego,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.31133, 43.39123]}",3,Percentage,24.3,19.4 + : Q4,Central New York,
308,1581,2140,,40,St. Lawrence,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.242045, 44.689468]}",3,Percentage,22.0,19.4 + : Q4,Central New York,
309,1786,2181,,50,Tompkins,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.478784, 42.461024]}",1,Percentage,15.7,0 - < 18.0 : Q1 & Q2,Central New York,
310,,,,103,Central New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,18.6,,Central New York,
311,479,2033,,3,Broome,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.933191, 42.122015]}",1,Percentage,16.6,0 - < 18.0 : Q1 & Q2,New York-Penn,
312,451,2037,,8,Chenango,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.570013, 42.481798]}",3,Percentage,20.8,19.4 + : Q4,New York-Penn,
313,450,630,,49,Tioga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-76.29595, 42.120252]}",1,Percentage,17.0,0 - < 18.0 : Q1 & Q2,New York-Penn,
314,,,,104,New York-Penn,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,17.5,,New York-Penn,
315,40,2030,,1,Albany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.814233, 42.678066]}",1,Percentage,16.4,0 - < 18.0 : Q1 & Q2,Northeastern New York,
316,202,2038,,9,Clinton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.548883, 44.731944]}",2,Percentage,19.1,18.0 - < 19.4 : Q3,Northeastern New York,
317,977,619,,10,Columbia,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.682168, 42.276913]}",2,Percentage,18.9,18.0 - < 19.4 : Q3,Northeastern New York,
318,395,2039,,12,Delaware,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.997944, 42.242972]}",3,Percentage,20.6,19.4 + : Q4,Northeastern New York,
319,287,2084,,15,Essex,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.685145, 44.166026]}",2,Percentage,18.3,18.0 - < 19.4 : Q3,Northeastern New York,
320,278,621,,16,Franklin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.340621, 44.705699]}",3,Percentage,21.9,19.4 + : Q4,Northeastern New York,
321,1227,2085,,17,Fulton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.331296, 43.06014]}",1,Percentage,16.9,0 - < 18.0 : Q1 & Q2,Northeastern New York,
322,88,2087,,19,Greene,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.973376, 42.298326]}",2,Percentage,19.3,18.0 - < 19.4 : Q3,Northeastern New York,
323,1409,622,,20,Hamilton,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.395268, 43.618468]}",1,Percentage,13.2,0 - < 18.0 : Q1 & Q2,Northeastern New York,
324,1221,624,,27,Montgomery,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.341972, 42.933637]}",1,Percentage,14.5,0 - < 18.0 : Q1 & Q2,Northeastern New York,
325,432,2136,,36,Otsego,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-75.060334, 42.564852]}",1,Percentage,15.9,0 - < 18.0 : Q1 & Q2,Northeastern New York,
326,38,2138,,38,Rensselaer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.628669, 42.70098]}",1,Percentage,15.7,0 - < 18.0 : Q1 & Q2,Northeastern New York,
327,,,,104,New York-Penn,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Middle and high school students,g70,,,Percentage,20.8,,New York-Penn,
328,1148,2141,,41,Saratoga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.786779, 43.00894]}",1,Percentage,12.4,0 - < 18.0 : Q1 & Q2,Northeastern New York,
329,74,2142,,42,Schenectady,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.946838, 42.809233]}",2,Percentage,18.4,18.0 - < 19.4 : Q3,Northeastern New York,
330,1173,629,,43,Schoharie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.434606, 42.643426]}",3,Percentage,22.0,19.4 + : Q4,Northeastern New York,
331,128,2183,,52,Warren,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.716044, 43.403024]}",1,Percentage,16.9,0 - < 18.0 : Q1 & Q2,Northeastern New York,
332,787,2184,,53,Washington,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.454761, 43.289513]}",2,Percentage,19.1,18.0 - < 19.4 : Q3,Northeastern New York,
333,,,,105,Northeastern New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,16.9,,Northeastern New York,
334,1022,2040,,13,Dutchess,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.840468, 41.686216]}",1,Percentage,17.1,0 - < 18.0 : Q1 & Q2,Hudson Valley,
335,1496,2134,,33,Orange,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.241929, 41.422459]}",1,Percentage,16.8,0 - < 18.0 : Q1 & Q2,Hudson Valley,
336,1201,627,,37,Putnam,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.717443, 41.41131]}",1,Percentage,17.3,0 - < 18.0 : Q1 & Q2,Hudson Valley,
337,1546,628,,39,Rockland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.017033, 41.127287]}",2,Percentage,18.1,18.0 - < 19.4 : Q3,Hudson Valley,
338,1024,2180,,48,Sullivan,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.711705, 41.705166]}",3,Percentage,22.1,19.4 + : Q4,Hudson Valley,
339,264,2182,,51,Ulster,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-74.099412, 41.848374]}",2,Percentage,18.5,18.0 - < 19.4 : Q3,Hudson Valley,
340,1440,2185,,55,Westchester,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.805386, 41.039278]}",1,Percentage,14.0,0 - < 18.0 : Q1 & Q2,Hudson Valley,
341,,,,106,Hudson Valley,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,16.1,,Hudson Valley,
342,1455,2094,,28,Nassau,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.601185, 40.715749]}",1,Percentage,16.4,0 - < 18.0 : Q1 & Q2,Nassau-Suffolk,
343,1421,2179,,47,Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,"{'type': 'Point', 'coordinates': [-73.119032, 40.820237]}",1,Percentage,18.0,0 - < 18.0 : Q1 & Q2,Nassau-Suffolk,
344,,,,108,Nassau-Suffolk,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,17.3,,Nassau-Suffolk,
345,,,,888,New York State (excludin,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage obese (95th percentile or higher ) - Elementary students,g67,,,Percentage,17.2,,New York State,
346,1759,2031,,2,Allegany,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.020567, 42.226801]}",1,Percentage,28.3,0 - < 33.9 : Q1 & Q2,Western New York,
347,1719,2034,,4,Cattaraugus,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.606673, 42.224267]}",2,Percentage,36.5,33.9 - < 36.5 : Q3,Western New York,
348,1743,2035,,6,Chautauqua,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-79.315313, 42.246904]}",1,Percentage,32.4,0 - < 33.9 : Q1 & Q2,Western New York,
349,62,2041,,14,Erie,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.795544, 42.888143]}",1,Percentage,30.4,0 - < 33.9 : Q1 & Q2,Western New York,
350,489,2086,,18,Genesee,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.172679, 43.000121]}",2,Percentage,35.1,33.9 - < 36.5 : Q3,Western New York,
351,1107,2131,,29,Niagara,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.856419, 43.134634]}",1,Percentage,33.9,0 - < 33.9 : Q1 & Q2,Western New York,
352,170,626,,34,Orleans,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.218438, 43.248394]}",3,Percentage,38.6,36.5 + : Q4,Western New York,
353,415,2186,,56,Wyoming,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-78.204473, 42.723641]}",2,Percentage,35.9,33.9 - < 36.5 : Q3,Western New York,
354,,,,101,Western New York,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,,,Percentage,32.3,,Western New York,
355,926,2036,,7,Chemung,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-76.812331, 42.116644]}",3,Percentage,36.9,36.5 + : Q4,Finger Lakes,
356,232,2091,,24,Livingston,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.765392, 42.763754]}",1,Percentage,32.3,0 - < 33.9 : Q1 & Q2,Finger Lakes,
357,1666,2093,,26,Monroe,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.620143, 43.161748]}",1,Percentage,32.0,0 - < 33.9 : Q1 & Q2,Finger Lakes,
358,178,2133,,32,Ontario,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.252045, 42.894571]}",1,Percentage,30.6,0 - < 33.9 : Q1 & Q2,Finger Lakes,
359,,2143,,44,Schuyler,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-76.872032, 42.38593]}",3,Percentage,37.3,36.5 + : Q4,Finger Lakes,
360,689,2144,,45,Seneca,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-76.82753, 42.833627]}",2,Percentage,36.1,33.9 - < 36.5 : Q3,Finger Lakes,
361,1757,2178,,46,Steuben,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.324618, 42.270053]}",1,Percentage,33.8,0 - < 33.9 : Q1 & Q2,Finger Lakes,
362,318,631,,54,Wayne,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.117995, 43.144336]}",3,Percentage,38.1,36.5 + : Q4,Finger Lakes,
363,,2225,,57,Yates,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-77.078311, 42.634338]}",1,Percentage,33.0,0 - < 33.9 : Q1 & Q2,Finger Lakes,
364,,,,102,Finger Lakes,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,,,Percentage,33.0,,Finger Lakes,
365,343,618,,5,Cayuga,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-76.560755, 42.940095]}",3,Percentage,38.2,36.5 + : Q4,Central New York,
366,362,620,,11,Cortland,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-76.143291, 42.597101]}",2,Percentage,34.8,33.9 - < 36.5 : Q3,Central New York,
367,559,2088,,21,Herkimer,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-74.994246, 43.070026]}",3,Percentage,38.6,36.5 + : Q4,Central New York,
368,1466,2089,,22,Jefferson,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-75.898971, 44.019295]}",1,Percentage,33.4,0 - < 33.9 : Q1 & Q2,Central New York,
369,571,623,,23,Lewis,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-75.446296, 43.785537]}",2,Percentage,34.6,33.9 - < 36.5 : Q3,Central New York,
370,351,2092,,25,Madison,,"2010-2012 Student Weight Status Category Reporting System Data as of July, 2013",2010-2012,,,Percentage overweight or obese (85th percentile or higher) - Elementary students,g68,"{'type': 'Point', 'coordinates': [-75.720031, 42.986917]}",2,Percentage,34.8,33.9 - < 36.5 : Q3,Central New York,
